index,date,category,title,coverFile,alt,imageKeywords,promptZh,promptEn,sourceSuggestion
11,2024-08-24,辨木,辨木③：天然原木vs人工合成木料｜材质结构本质区别科普,muchi-bianmu-03-cover.jpg,天然原木与人工合成木料截面对比,"天然原木, 合成木料, 人造板, 截面对比, 纤维结构","为痴木堂「木痴」专栏文章《辨木③：天然原木vs人工合成木料｜材质结构本质区别科普》制作一张高级木作杂志感封面图。画面主题：天然原木切面与合成板截面并置，突出纤维连续性和层压结构差异。。关键词：天然原木, 合成木料, 人造板, 截面对比, 纤维结构。风格要求：真实摄影感，自然光，低饱和原木色，克制东方审美，画面干净，有高级木材品牌气质；不要文字，不要logo，不要夸张商业广告感，不要廉价科普插画，不要明显AI痕迹。","Create a premium editorial cover image for a Chinese woodcraft journal article titled ""辨木③：天然原木vs人工合成木料｜材质结构本质区别科普"". Scene direction: 天然原木切面与合成板截面并置，突出纤维连续性和层压结构差异。 Keywords: 天然原木, 合成木料, 人造板, 截面对比, 纤维结构. Use a realistic photography style, natural light, muted wood tones, restrained East Asian aesthetics, clean composition, premium wood material brand feeling. No text, no logo, no cheap infographic style, no exaggerated advertising look, no obvious AI artifacts.",实拍优先
12,2024-09-09,辨木,辨木④：碳化木、防腐木、烘干木｜工艺改性对木材属性的改变,muchi-bianmu-04-cover.jpg,碳化防腐烘干木样对比,"碳化木, 防腐木, 烘干木, 工艺改性, 木样","为痴木堂「木痴」专栏文章《辨木④：碳化木、防腐木、烘干木｜工艺改性对木材属性的改变》制作一张高级木作杂志感封面图。画面主题：碳化木、防腐木、烘干木三种样板排布，质感偏工艺档案。。关键词：碳化木, 防腐木, 烘干木, 工艺改性, 木样。风格要求：真实摄影感，自然光，低饱和原木色，克制东方审美，画面干净，有高级木材品牌气质；不要文字，不要logo，不要夸张商业广告感，不要廉价科普插画，不要明显AI痕迹。","Create a premium editorial cover image for a Chinese woodcraft journal article titled ""辨木④：碳化木、防腐木、烘干木｜工艺改性对木材属性的改变"". Scene direction: 碳化木、防腐木、烘干木三种样板排布，质感偏工艺档案。 Keywords: 碳化木, 防腐木, 烘干木, 工艺改性, 木样. Use a realistic photography style, natural light, muted wood tones, restrained East Asian aesthetics, clean composition, premium wood material brand feeling. No text, no logo, no cheap infographic style, no exaggerated advertising look, no obvious AI artifacts.",生成/实拍均可
13,2024-10-09,辨木,辨木⑤：木材气味从何而来？各类原木独有香气的物质成因,muchi-bianmu-05-cover.jpg,木材香气与木屑细节,"木材气味, 木香, 木屑, 香樟, 手持木片","为痴木堂「木痴」专栏文章《辨木⑤：木材气味从何而来？各类原木独有香气的物质成因》制作一张高级木作杂志感封面图。画面主题：手持木片靠近嗅闻，旁边有木屑、刨花或香樟木细节，画面自然安静。。关键词：木材气味, 木香, 木屑, 香樟, 手持木片。风格要求：真实摄影感，自然光，低饱和原木色，克制东方审美，画面干净，有高级木材品牌气质；不要文字，不要logo，不要夸张商业广告感，不要廉价科普插画，不要明显AI痕迹。","Create a premium editorial cover image for a Chinese woodcraft journal article titled ""辨木⑤：木材气味从何而来？各类原木独有香气的物质成因"". Scene direction: 手持木片靠近嗅闻，旁边有木屑、刨花或香樟木细节，画面自然安静。 Keywords: 木材气味, 木香, 木屑, 香樟, 手持木片. Use a realistic photography style, natural light, muted wood tones, restrained East Asian aesthetics, clean composition, premium wood material brand feeling. No text, no logo, no cheap infographic style, no exaggerated advertising look, no obvious AI artifacts.",生成更适合
14,2024-11-09,辨木,辨木⑥：木材密度详解｜为什么不同木头轻重、硬度差距巨大？,muchi-bianmu-06-cover.jpg,不同密度木块对比,"木材密度, 硬度, 重量, 木块, 孔隙结构","为痴木堂「木痴」专栏文章《辨木⑥：木材密度详解｜为什么不同木头轻重、硬度差距巨大？》制作一张高级木作杂志感封面图。画面主题：不同密度木块在桌面排列，大小相近但色泽、孔隙、质感不同。。关键词：木材密度, 硬度, 重量, 木块, 孔隙结构。风格要求：真实摄影感，自然光，低饱和原木色，克制东方审美，画面干净，有高级木材品牌气质；不要文字，不要logo，不要夸张商业广告感，不要廉价科普插画，不要明显AI痕迹。","Create a premium editorial cover image for a Chinese woodcraft journal article titled ""辨木⑥：木材密度详解｜为什么不同木头轻重、硬度差距巨大？"". Scene direction: 不同密度木块在桌面排列，大小相近但色泽、孔隙、质感不同。 Keywords: 木材密度, 硬度, 重量, 木块, 孔隙结构. Use a realistic photography style, natural light, muted wood tones, restrained East Asian aesthetics, clean composition, premium wood material brand feeling. No text, no logo, no cheap infographic style, no exaggerated advertising look, no obvious AI artifacts.",实拍/生成均可
15,2024-11-24,工法,工法①：原木采伐与树干剖切｜树干拆解基础工艺与物理逻辑,muchi-gongfa-01-cover.jpg,原木剖切与板材成型,"原木采伐, 树干剖切, 锯木, 板材, 木作工艺","为痴木堂「木痴」专栏文章《工法①：原木采伐与树干剖切｜树干拆解基础工艺与物理逻辑》制作一张高级木作杂志感封面图。画面主题：原木剖切现场或锯木台，能看到圆木、切面与板材雏形。。关键词：原木采伐, 树干剖切, 锯木, 板材, 木作工艺。风格要求：真实摄影感，自然光，低饱和原木色，克制东方审美，画面干净，有高级木材品牌气质；不要文字，不要logo，不要夸张商业广告感，不要廉价科普插画，不要明显AI痕迹。","Create a premium editorial cover image for a Chinese woodcraft journal article titled ""工法①：原木采伐与树干剖切｜树干拆解基础工艺与物理逻辑"". Scene direction: 原木剖切现场或锯木台，能看到圆木、切面与板材雏形。 Keywords: 原木采伐, 树干剖切, 锯木, 板材, 木作工艺. Use a realistic photography style, natural light, muted wood tones, restrained East Asian aesthetics, clean composition, premium wood material brand feeling. No text, no logo, no cheap infographic style, no exaggerated advertising look, no obvious AI artifacts.",实拍优先
16,2024-12-09,工法,工法②：自然阴干VS人工窑干｜两大木材脱水烘干工艺深度对比,muchi-gongfa-02-cover.jpg,自然阴干与人工窑干对比,"自然阴干, 人工窑干, 木材干燥, 木材堆叠, 窑房","为痴木堂「木痴」专栏文章《工法②：自然阴干VS人工窑干｜两大木材脱水烘干工艺深度对比》制作一张高级木作杂志感封面图。画面主题：堆叠木材自然风干与窑干设备的对照，可以偏档案纪实。。关键词：自然阴干, 人工窑干, 木材干燥, 木材堆叠, 窑房。风格要求：真实摄影感，自然光，低饱和原木色，克制东方审美，画面干净，有高级木材品牌气质；不要文字，不要logo，不要夸张商业广告感，不要廉价科普插画，不要明显AI痕迹。","Create a premium editorial cover image for a Chinese woodcraft journal article titled ""工法②：自然阴干VS人工窑干｜两大木材脱水烘干工艺深度对比"". Scene direction: 堆叠木材自然风干与窑干设备的对照，可以偏档案纪实。 Keywords: 自然阴干, 人工窑干, 木材干燥, 木材堆叠, 窑房. Use a realistic photography style, natural light, muted wood tones, restrained East Asian aesthetics, clean composition, premium wood material brand feeling. No text, no logo, no cheap infographic style, no exaggerated advertising look, no obvious AI artifacts.",实拍/生成均可
17,2025-01-09,工法,工法③：木料精细化加工：削片、砂磨、抛光｜表层肌理加工原理,muchi-gongfa-03-cover.jpg,手工砂磨抛光木材表面,"砂磨, 抛光, 木屑, 手工加工, 木材触感","为痴木堂「木痴」专栏文章《工法③：木料精细化加工：削片、砂磨、抛光｜表层肌理加工原理》制作一张高级木作杂志感封面图。画面主题：手部砂磨木板表面，木屑细腻，光线温和，突出触感。。关键词：砂磨, 抛光, 木屑, 手工加工, 木材触感。风格要求：真实摄影感，自然光，低饱和原木色，克制东方审美，画面干净，有高级木材品牌气质；不要文字，不要logo，不要夸张商业广告感，不要廉价科普插画，不要明显AI痕迹。","Create a premium editorial cover image for a Chinese woodcraft journal article titled ""工法③：木料精细化加工：削片、砂磨、抛光｜表层肌理加工原理"". Scene direction: 手部砂磨木板表面，木屑细腻，光线温和，突出触感。 Keywords: 砂磨, 抛光, 木屑, 手工加工, 木材触感. Use a realistic photography style, natural light, muted wood tones, restrained East Asian aesthetics, clean composition, premium wood material brand feeling. No text, no logo, no cheap infographic style, no exaggerated advertising look, no obvious AI artifacts.",实拍优先
18,2025-02-09,工法,工法④：传统古法木工｜榫卯结构受力原理与结构美学,muchi-gongfa-04-cover.jpg,榫卯结构木作工艺特写,"榫卯, 古法木工, 木构件, 结构美学, 东方工艺","为痴木堂「木痴」专栏文章《工法④：传统古法木工｜榫卯结构受力原理与结构美学》制作一张高级木作杂志感封面图。画面主题：榫卯结构近景，木构件咬合清楚，兼具工艺和东方美学。。关键词：榫卯, 古法木工, 木构件, 结构美学, 东方工艺。风格要求：真实摄影感，自然光，低饱和原木色，克制东方审美，画面干净，有高级木材品牌气质；不要文字，不要logo，不要夸张商业广告感，不要廉价科普插画，不要明显AI痕迹。","Create a premium editorial cover image for a Chinese woodcraft journal article titled ""工法④：传统古法木工｜榫卯结构受力原理与结构美学"". Scene direction: 榫卯结构近景，木构件咬合清楚，兼具工艺和东方美学。 Keywords: 榫卯, 古法木工, 木构件, 结构美学, 东方工艺. Use a realistic photography style, natural light, muted wood tones, restrained East Asian aesthetics, clean composition, premium wood material brand feeling. No text, no logo, no cheap infographic style, no exaggerated advertising look, no obvious AI artifacts.",实拍优先
19,2025-03-09,工法,工法⑤：现代改性工艺：熏蒸、碳化、浸胶如何重塑木材属性,muchi-gongfa-05-cover.jpg,现代改性工艺木材样板,"熏蒸, 碳化, 浸胶, 改性木材, 工艺处理","为痴木堂「木痴」专栏文章《工法⑤：现代改性工艺：熏蒸、碳化、浸胶如何重塑木材属性》制作一张高级木作杂志感封面图。画面主题：深色碳化木、工艺处理设备或改性木样，画面要专业不工业脏乱。。关键词：熏蒸, 碳化, 浸胶, 改性木材, 工艺处理。风格要求：真实摄影感，自然光，低饱和原木色，克制东方审美，画面干净，有高级木材品牌气质；不要文字，不要logo，不要夸张商业广告感，不要廉价科普插画，不要明显AI痕迹。","Create a premium editorial cover image for a Chinese woodcraft journal article titled ""工法⑤：现代改性工艺：熏蒸、碳化、浸胶如何重塑木材属性"". Scene direction: 深色碳化木、工艺处理设备或改性木样，画面要专业不工业脏乱。 Keywords: 熏蒸, 碳化, 浸胶, 改性木材, 工艺处理. Use a realistic photography style, natural light, muted wood tones, restrained East Asian aesthetics, clean composition, premium wood material brand feeling. No text, no logo, no cheap infographic style, no exaggerated advertising look, no obvious AI artifacts.",生成更适合
20,2025-04-09,工法,工法⑥：木料拼接工艺对比：整板、拼板、指接板工艺原理,muchi-gongfa-06-cover.jpg,整板拼板指接板结构对比,"整板, 拼板, 指接板, 木料拼接, 板材结构","为痴木堂「木痴」专栏文章《工法⑥：木料拼接工艺对比：整板、拼板、指接板工艺原理》制作一张高级木作杂志感封面图。画面主题：整板、拼板、指接板三类板材边缘和表面细节对比。。关键词：整板, 拼板, 指接板, 木料拼接, 板材结构。风格要求：真实摄影感，自然光，低饱和原木色，克制东方审美，画面干净，有高级木材品牌气质；不要文字，不要logo，不要夸张商业广告感，不要廉价科普插画，不要明显AI痕迹。","Create a premium editorial cover image for a Chinese woodcraft journal article titled ""工法⑥：木料拼接工艺对比：整板、拼板、指接板工艺原理"". Scene direction: 整板、拼板、指接板三类板材边缘和表面细节对比。 Keywords: 整板, 拼板, 指接板, 木料拼接, 板材结构. Use a realistic photography style, natural light, muted wood tones, restrained East Asian aesthetics, clean composition, premium wood material brand feeling. No text, no logo, no cheap infographic style, no exaggerated advertising look, no obvious AI artifacts.",实拍/生成均可
21,2025-04-24,栖境,栖境①：古建筑木结构｜承重、防腐场景适配底层逻辑,muchi-qijing-01-cover.jpg,古建筑木结构梁柱细节,"古建筑, 木结构, 梁柱, 防腐, 承重","为痴木堂「木痴」专栏文章《栖境①：古建筑木结构｜承重、防腐场景适配底层逻辑》制作一张高级木作杂志感封面图。画面主题：传统木构建筑梁柱细节，最好有榫卯、檐下或古建木梁。。关键词：古建筑, 木结构, 梁柱, 防腐, 承重。风格要求：真实摄影感，自然光，低饱和原木色，克制东方审美，画面干净，有高级木材品牌气质；不要文字，不要logo，不要夸张商业广告感，不要廉价科普插画，不要明显AI痕迹。","Create a premium editorial cover image for a Chinese woodcraft journal article titled ""栖境①：古建筑木结构｜承重、防腐场景适配底层逻辑"". Scene direction: 传统木构建筑梁柱细节，最好有榫卯、檐下或古建木梁。 Keywords: 古建筑, 木结构, 梁柱, 防腐, 承重. Use a realistic photography style, natural light, muted wood tones, restrained East Asian aesthetics, clean composition, premium wood material brand feeling. No text, no logo, no cheap infographic style, no exaggerated advertising look, no obvious AI artifacts.",实拍优先
22,2025-05-09,栖境,栖境②：人居室内空间｜用材分类：适配地板VS适配家具的木种甄别,muchi-qijing-02-cover.jpg,室内地板与家具木材适配,"室内木作, 木地板, 木家具, 人居空间, 木种适配","为痴木堂「木痴」专栏文章《栖境②：人居室内空间｜用材分类：适配地板VS适配家具的木种甄别》制作一张高级木作杂志感封面图。画面主题：现代室内空间中木地板与木家具同框，突出不同木作部位。。关键词：室内木作, 木地板, 木家具, 人居空间, 木种适配。风格要求：真实摄影感，自然光，低饱和原木色，克制东方审美，画面干净，有高级木材品牌气质；不要文字，不要logo，不要夸张商业广告感，不要廉价科普插画，不要明显AI痕迹。","Create a premium editorial cover image for a Chinese woodcraft journal article titled ""栖境②：人居室内空间｜用材分类：适配地板VS适配家具的木种甄别"". Scene direction: 现代室内空间中木地板与木家具同框，突出不同木作部位。 Keywords: 室内木作, 木地板, 木家具, 人居空间, 木种适配. Use a realistic photography style, natural light, muted wood tones, restrained East Asian aesthetics, clean composition, premium wood material brand feeling. No text, no logo, no cheap infographic style, no exaggerated advertising look, no obvious AI artifacts.",实拍/生成均可
23,2025-06-09,栖境,栖境③：室内软装木构件｜吊顶、踢脚线、背景墙专属适配木材,muchi-qijing-03-cover.jpg,室内木饰面与踢脚线细节,"木饰面, 踢脚线, 背景墙, 吊顶, 室内软装木构件","为痴木堂「木痴」专栏文章《栖境③：室内软装木构件｜吊顶、踢脚线、背景墙专属适配木材》制作一张高级木作杂志感封面图。画面主题：室内木饰面、踢脚线、背景墙局部，构图干净，体现精致收口。。关键词：木饰面, 踢脚线, 背景墙, 吊顶, 室内软装木构件。风格要求：真实摄影感，自然光，低饱和原木色，克制东方审美，画面干净，有高级木材品牌气质；不要文字，不要logo，不要夸张商业广告感，不要廉价科普插画，不要明显AI痕迹。","Create a premium editorial cover image for a Chinese woodcraft journal article titled ""栖境③：室内软装木构件｜吊顶、踢脚线、背景墙专属适配木材"". Scene direction: 室内木饰面、踢脚线、背景墙局部，构图干净，体现精致收口。 Keywords: 木饰面, 踢脚线, 背景墙, 吊顶, 室内软装木构件. Use a realistic photography style, natural light, muted wood tones, restrained East Asian aesthetics, clean composition, premium wood material brand feeling. No text, no logo, no cheap infographic style, no exaggerated advertising look, no obvious AI artifacts.",实拍/生成均可
24,2025-07-09,栖境,栖境④：日常生活场景，全屋家居木器木材选型逻辑,muchi-qijing-04-cover.jpg,全屋家居木器生活场景,"全屋木作, 家居木器, 餐桌, 柜体, 生活场景","为痴木堂「木痴」专栏文章《栖境④：日常生活场景，全屋家居木器木材选型逻辑》制作一张高级木作杂志感封面图。画面主题：餐桌、柜体、地板、木器同处一个温润居家角落，强调日常烟火。。关键词：全屋木作, 家居木器, 餐桌, 柜体, 生活场景。风格要求：真实摄影感，自然光，低饱和原木色，克制东方审美，画面干净，有高级木材品牌气质；不要文字，不要logo，不要夸张商业广告感，不要廉价科普插画，不要明显AI痕迹。","Create a premium editorial cover image for a Chinese woodcraft journal article titled ""栖境④：日常生活场景，全屋家居木器木材选型逻辑"". Scene direction: 餐桌、柜体、地板、木器同处一个温润居家角落，强调日常烟火。 Keywords: 全屋木作, 家居木器, 餐桌, 柜体, 生活场景. Use a realistic photography style, natural light, muted wood tones, restrained East Asian aesthetics, clean composition, premium wood material brand feeling. No text, no logo, no cheap infographic style, no exaggerated advertising look, no obvious AI artifacts.",生成/实拍均可
